F2,F3,F4,F8,F9,F13,F14,F18,F19,F23,F24,F28,F29,F33,F34,F38,F39,F43,F44,F48,F49,F53,F54,F58,F59,F63,F64,F68,F69,F73,F74,F78,F79,F83,F84,F88,F89,F93,F94,F98,F99,F103,F104,F108,F109,F113,F114,F118,F119,F123,F124,F128,F129,F133,F134,F138,F139,F143,F144,F148,F149,F153,F154,F158,F159,F163,F164,F168,F169,F173,F174,F178,F179,F183,F184,F188,F189,F193,F194,F198,F199,F203,F204,F208,F209,F213,F214,F218,F219,F223,F224,F228,F229,F233,F234,F238,F239,F243,F244,F248,F249,F253,F254,F258,F259
               Housing and community development,"53,966,040",0.83,"542,350",8.46,"264,366",0.49,"513,186",0.71,"192,749",5.04,"8,543,797",3.78,"1,008,476",9.12,"751,171",4.03,"179,926",0.00,"1,024,368",0.00,"2,412,300",2.40,"1,127,790",5.35,"315,227",0.00,"167,766",1.96,"2,100,715",5.48,"838,181",1.13,"242,885",1.53,"270,993",12.61,"427,654",0.66,"577,930",1.07,"268,007",2.33,"1,568,747",0.29,"2,938,740",1.48,"1,029,859",1.54,"1,337,260",9.58,"268,273",2.55,"683,561",0.22,"88,447",2.54,"199,273",10.44,"300,992",0.00,"218,799",2.71,"1,399,118",1.05,"126,667",1.04,"7,055,477",0.43,"1,560,598",1.95,"90,807",9.44,"1,985,693",5.20,"507,660",3.59,"768,589",4.15,"1,976,642",1.88,"274,981",2.08,"512,912",2.74,"103,638",7.49,"829,663",8.38,"2,659,093",4.72,"382,920",6.59,"154,592",0.04,"1,005,761",1.33,"1,639,697",4.32,"157,563",3.96,"334,200",7.30,"35,980",0.23
               Sewerage,"60,642,609",2.71,"480,246",2.15,"137,153",0.89,"761,298",3.90,"302,004",5.45,"10,974,919",14.43,"931,342",5.44,"675,066",1.03,"218,985",0.00,"611,516",0.00,"3,928,341",3.15,"1,222,261",2.59,"431,652",0.00,"242,418",3.19,"1,361,337",5.76,"1,264,332",2.59,"634,336",7.35,"435,393",0.57,"684,593",2.12,"624,969",2.97,"221,370",5.93,"1,613,992",0.35,"1,365,477",1.43,"2,483,015",2.75,"1,229,886",15.62,"275,726",3.43,"1,256,817",3.21,"164,357",6.91,"295,888",4.23,"382,257",0.27,"210,259",1.80,"1,523,240",3.80,"208,311",0.61,"3,756,124",2.42,"1,023,668",3.70,"78,601",2.51,"2,743,744",2.41,"382,358",11.79,"1,080,973",12.74,"2,803,383",4.51,"177,518",0.03,"726,900",4.03,"107,069",3.65,"820,295",3.55,"4,284,931",3.17,"365,829",5.65,"79,180",1.40,"1,537,410",1.22,"1,939,747",3.31,"251,160",8.09,"1,241,159",13.87,"89,806",8.09
                    Capital outlay,"22,538,532",6.99,"206,092",2.11,"51,821",0.58,"256,959",9.53,"100,603",5.92,"5,002,012",30.65,"318,985",9.68,"302,706",0.01,"89,889",0.00,"397,681",0.00,"1,111,455",7.43,"201,319",0.85,"252,412",0.00,"95,222",6.21,"507,927",12.59,"531,042",4.86,"222,234",18.49,"152,628",1.02,"337,327",2.95,"199,284",0.98,"59,143",17.81,"509,894",0.00,"475,015",3.61,"409,779",13.91,"379,526",49.78,"89,295",3.85,"564,312",2.93,"87,198",12.74,"147,940",7.90,"87,458",0.00,"87,578",3.17,"302,806",6.12,"91,781",0.97,"2,183,840",3.76,"339,179",2.26,"25,750",5.62,"1,106,499",4.91,"122,215",31.34,"515,514",26.51,"600,464",10.80,"33,226",0.00,"259,258",4.32,"48,284",4.71,"289,386",6.54,"1,752,551",6.44,"91,501",18.08,"18,328",1.51,"502,235",1.24,"601,059",6.87,"70,213",26.19,"316,009",53.87,"33,694",2.00
               Solid waste management,"25,997,070",1.22,"291,221",4.64,"119,627",0.78,"463,149",0.67,"204,635",2.38,"3,417,585",5.56,"139,119",4.97,"272,639",1.15,"93,878",0.00,"136,337",0.00,"2,603,702",2.09,"708,566",3.09,"285,240",0.00,"191,773",1.21,"520,463",4.47,"302,905",7.16,"287,926",6.04,"165,567",4.24,"231,717",5.17,"348,999",2.35,"121,704",3.49,"684,059",0.94,"382,997",1.36,"536,529",11.79,"441,672",4.09,"189,851",2.60,"159,752",5.01,"82,087",2.19,"103,770",3.55,"31,498",0.38,"134,003",2.61,"883,186",4.28,"231,376",0.25,"3,199,482",1.82,"766,929",2.93,"73,681",1.48,"556,477",3.24,"256,776",3.04,"164,053",3.74,"1,226,547",16.80,"120,428",0.00,"437,171",1.49,"55,694",2.07,"553,281",3.10,"1,600,809",3.94,"194,945",1.65,"34,280",2.92,"597,921",3.02,"815,523",2.77,"84,068",7.98,"392,549",4.88,"98,924",21.76
                    Capital outlay,"2,310,185",8.68,"16,565",8.18,"20,248",1.67,"52,685",0.14,"15,862",5.18,"153,467",6.56,"17,732",0.00,"19,731",0.00,"13,440",0.00,"8,353",0.00,"172,267",0.04,"22,288",4.59,"44,790",0.00,"23,654",0.00,"118,422",13.87,"15,426",3.49,"37,313",21.84,"10,455",16.13,"15,262",2.56,"10,298",0.00,"6,648",8.44,"4,780",1.90,"13,801",0.89,"28,655",6.95,"57,112",20.59,"8,114",4.15,"14,858",2.76,"11,978",3.27,"15,194",12.64,924,0.00,"3,736",11.45,"27,249",26.18,"30,572",0.08,"419,716",3.15,"58,575",4.11,"9,400",0.05,"32,076",4.08,"26,469",1.23,"7,915",3.71,"338,249",58.39,"12,924",0.00,"40,420",2.17,"6,735",0.00,"39,385",15.28,"148,986",10.41,"9,808",7.48,"2,375",1.28,"26,910",2.55,"74,333",4.30,"10,271",56.42,"10,093",10.26,"23,666",18.63
     Governmental administration:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Financial administration,"49,330,140",0.34,"611,563",2.12,"411,071",0.39,"521,851",1.98,"629,099",1.55,"5,544,320",1.86,"1,229,774",1.29,"577,515",0.72,"251,554",0.00,"310,984",0.00,"3,412,823",2.56,"1,306,436",1.65,"280,227",0.00,"330,822",0.44,"1,871,610",2.62,"550,709",1.33,"411,114",1.93,"338,553",1.39,"497,038",0.74,"765,067",1.48,"338,303",0.83,"982,850",0.31,"1,182,214",0.74,"1,540,119",1.07,"1,409,283",0.65,"480,544",1.45,"666,114",1.69,"244,633",0.21,"291,381",2.83,"392,573",0.00,"583,165",0.85,"1,451,152",1.15,"369,867",0.67,"3,573,990",0.47,"1,365,559",1.49,"151,042",0.56,"2,159,578",2.14,"476,671",1.25,"978,473",1.04,"1,918,044",0.38,"196,031",0.00,"615,157",0.91,"181,678",0.54,"947,833",1.13,"2,767,504",1.54,"583,482",0.86,"117,574",1.26,"1,604,477",0.80,"852,761",2.02,"343,809",0.82,"502,471",1.49,"209,675",1.76
               Judicial and legal,"48,634,696",0.20,"418,483",1.54,"307,334",0.05,"1,050,508",0.31,"226,315",2.56,"8,861,723",0.04,"918,850",0.47,"630,662",0.05,"193,720",0.00,"162,027",0.00,"2,546,640",0.33,"1,471,355",1.01,"324,844",0.00,"227,949",0.12,"1,470,074",0.56,"658,288",1.59,"377,332",1.04,"338,831",2.72,"552,544",0.23,"494,975",0.41,"114,269",0.45,"986,573",0.12,"1,063,102",0.13,"1,331,662",2.05,"767,586",0.56,"280,408",1.24,"557,745",1.16,"190,501",0.17,"198,023",4.22,"521,725",0.00,"170,692",0.43,"1,504,364",1.11,"346,851",0.15,"4,301,887",0.44,"859,912",0.63,"103,390",0.26,"1,992,750",2.03,"350,707",0.41,"834,026",0.31,"2,052,534",0.36,"171,776",0.00,"400,049",0.45,"99,040",0.05,"948,816",0.83,"3,429,696",2.15,"415,792",1.37,"92,284",0.19,"1,029,946",0.63,"1,218,499",0.72,"255,533",0.05,"688,279",1.14,"123,820",0.19
               General public buildings,"15,657,742",1.08,"104,772",6.10,"152,037",0.41,"206,056",2.36,"34,509",4.43,"688,372",1.75,"375,659",3.71,"141,936",1.97,"83,710",0.00,"226,935",0.00,"302,262",7.98,"518,609",13.67,"150,925",0.00,"163,641",0.49,"695,682",7.75,"210,437",4.46,"120,544",5.06,"154,362",2.78,"110,715",2.91,"118,239",1.17,"88,403",4.69,"413,713",12.27,"1,120,258",6.34,"195,732",4.88,"200,841",1.13,"89,945",1.37,"180,234",4.97,"57,293",0.84,"61,802",2.57,"93,694",0.00,"80,348",1.19,"474,690",6.16,"125,975",1.99,"1,465,769",1.64,"514,741",3.66,"73,355",1.75,"462,505",3.14,"46,127",1.44,"238,413",1.69,"1,245,578",5.08,"104,742",0.00,"231,445",0.76,"68,457",0.78,"458,482",3.83,"982,936",4.96,"395,713",0.65,"23,504",4.09,"840,813",4.77,"109,034",4.00,"116,084",0.55,"359,234",9.37,"178,481",0.74
               Other governmental administration,"36,640,247",1.59,"476,403",6.22,"366,952",1.50,"624,941",2.29,"226,795",3.31,"7,244,849",7.43,"964,876",3.33,"661,506",0.80,"140,537",0.00,"189,993",0.00,"1,311,676",3.85,"787,487",3.77,"154,174",0.00,"150,969",2.39,"2,153,321",4.99,"936,450",3.26,"245,399",2.56,"353,179",2.80,"514,423",6.44,"465,903",3.39,"166,492",5.94,"706,296",1.50,"458,990",1.25,"774,652",3.23,"431,086",2.44,"259,085",2.69,"570,095",4.17,"168,611",0.36,"211,684",3.98,"249,350",0.00,"236,963",2.10,"547,513",3.83,"272,184",0.38,"1,343,924",2.10,"908,174",4.02,"88,546",1.51,"1,338,788",3.38,"385,091",4.19,"753,769",1.27,"1,543,541",2.12,"268,505",0.00,"592,293",1.36,"87,230",1.03,"568,495",4.03,"2,302,380",6.53,"428,156",1.61,"87,993",2.85,"704,177",1.81,"608,270",3.51,"260,406",0.67,"1,151,101",1.23,"196,573",0.55
     Interest on general debt,"110,992,032",0.25,"1,024,864",3.09,"304,328",0.05,"1,208,576",0.57,"543,917",6.75,"18,321,931",1.08,"2,202,724",1.95,"2,005,733",0.08,"281,359",0.00,"617,961",0.00,"3,672,536",1.50,"1,564,016",0.80,"335,022",0.00,"233,164",0.41,"7,941,767",0.51,"1,746,360",0.63,"584,232",1.15,"771,043",0.64,"1,337,841",0.56,"1,311,642",0.31,"280,347",1.11,"2,144,853",0.12,"3,128,508",0.18,"3,055,517",0.49,"1,675,697",0.72,"522,147",0.82,"1,576,205",1.31,"194,525",0.45,"317,803",2.20,"921,158",0.03,"429,678",0.35,"3,313,212",1.20,"611,632",0.22,"14,272,391",0.20,"1,856,013",0.74,"248,816",1.53,"3,165,987",2.02,"529,961",0.97,"1,320,884",0.63,"4,452,212",2.37,"543,660",0.01,"850,058",0.42,"207,182",8.41,"1,536,244",0.63,"9,713,450",0.98,"572,291",4.79,"141,040",3.86,"2,322,885",0.67,"2,993,723",0.65,"679,133",0.25,"1,355,279",0.87,"50,523",2.19
"     General expenditure, n.e.c.:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Miscellaneous commercial activities,"7,607,318",2.43,"20,482",5.71,"263,494",0.98,"6,626",66.07,"43,362",0.31,"1,999,414",9.01,"84,489",3.70,"4,640",1.52,4,0.00,0,0.00,"3,420,236",0.00,"78,447",3.80,438,0.00,"10,977",0.82,"22,289",43.77,"16,964",4.54,"58,740",4.20,"9,786",12.09,"56,518",2.24,"64,846",0.62,"8,947",7.84,"32,107",0.00,"16,526",0.10,"98,734",1.44,"14,899",8.32,"7,609",3.85,"25,016",5.03,"61,356",0.08,"2,598",0.21,"16,569",0.95,"5,532",6.60,529,0.00,"6,908",0.66,"43,939",4.82,"14,216",4.83,"282,293",0.00,"215,521",1.19,"56,156",7.31,"165,222",22.04,"2,932",45.49,"8,412",0.00,"7,050",0.78,"30,640",0.32,"49,168",0.61,"36,962",14.65,"41,027",2.32,"50,943",0.58,"10,368",4.48,"81,161",1.00,"1,042",3.11,"12,164",9.17,"39,021",27.35
               Other and unallocable,"144,602,904",0.40,"1,329,781",1.87,"1,377,882",0.48,"1,456,590",1.35,"365,597",2.51,"14,065,005",1.55,"2,467,673",7.13,"3,315,271",0.68,"233,270",0.00,"597,100",0.00,"7,202,349",1.97,"1,995,068",3.21,"1,837,682",0.00,"375,813",0.53,"12,213,575",0.88,"2,282,645",2.11,"1,252,879",1.97,"1,078,186",2.54,"901,641",0.90,"1,852,480",0.38,"707,526",1.62,"3,856,851",0.34,"6,970,373",0.66,"3,856,581",2.32,"2,412,157",2.03,"640,113",6.51,"2,264,917",1.59,"258,475",0.43,"969,109",9.84,"921,622",0.02,"385,136",1.31,"10,493,702",2.27,"932,458",0.39,"23,741,478",0.86,"1,270,499",2.23,"572,843",1.58,"2,979,181",4.16,"694,434",2.84,"2,128,387",1.45,"3,836,592",1.64,"444,655",0.76,"909,439",1.97,"340,481",1.04,"1,864,514",1.84,"6,245,782",3.30,"1,195,001",3.53,"161,004",2.82,"2,406,039",2.18,"2,553,849",6.21,"674,995",0.21,"1,121,433",3.00,"592,793",0.80
     Utility expenditure,"239,388,754",0.39,"3,077,682",2.05,"650,204",0.55,"6,424,831",0.64,"991,791",2.58,"44,366,056",1.80,"4,330,959",2.50,"1,437,101",0.37,"553,703",0.00,"4,076,547",0.00,"12,222,445",2.06,"6,460,617",1.66,"1,184,125",0.00,"248,492",3.97,"7,783,047",1.43,"2,694,608",1.47,"1,251,924",2.51,"1,595,390",2.76,"2,081,830",2.15,"1,365,612",1.59,"185,802",3.63,"3,586,088",0.49,"6,876,443",0.89,"3,838,333",1.04,"3,548,652",1.21,"845,827",3.64,"2,864,593",3.57,"240,441",1.89,"4,370,940",1.06,"1,531,875",0.04,"172,105",1.19,"3,860,659",1.28,"865,222",0.59,"32,958,249",0.15,"4,856,118",1.40,"346,670",2.91,"4,140,861",2.67,"2,842,465",1.64,"2,513,610",2.76,"5,121,545",1.72,"345,456",0.36,"3,525,862",1.92,"345,162",1.44,"9,982,436",0.98,"17,773,068",0.98,"2,431,329",1.49,"274,766",2.52,"3,385,693",1.36,"9,899,464",0.68,"352,987",5.47,"2,410,801",1.52,"298,268",4.37
               Capital outlay,"55,634,452",0.53,"417,296",5.72,"138,645",0.20,"1,701,600",1.55,"177,336",11.66,"10,232,731",1.96,"1,229,318",3.88,"273,830",0.00,"55,323",0.00,"2,097,531",0.00,"2,236,332",5.63,"1,184,332",1.30,"603,611",0.00,"55,869",15.93,"1,552,703",2.64,"302,324",1.69,"209,526",6.51,"319,660",6.40,"333,770",6.08,"142,633",2.04,"34,679",7.41,"966,688",0.00,"2,208,591",0.88,"670,296",1.62,"677,306",4.29,"108,525",18.78,"325,304",5.16,"91,270",3.96,"829,052",4.12,"327,363",0.00,"34,236",3.33,"687,505",2.71,"204,841",2.06,"8,884,378",0.22,"947,738",4.33,"88,664",2.02,"747,348",6.07,"1,241,564",1.99,"636,541",5.22,"1,282,462",2.62,"77,745",0.00,"674,274",8.33,"55,161",1.02,"1,030,408",3.71,"4,334,013",1.91,"495,887",0.54,"32,752",0.27,"1,189,945",1.40,"3,175,143",1.30,"105,003",15.75,"104,896",0.17,"100,504",5.01
          Water supply,"73,962,955",1.13,"1,005,793",4.27,"135,291",1.03,"1,764,734",1.64,"486,199",5.25,"18,871,293",3.93,"1,841,008",5.09,"383,063",1.38,"96,970",0.00,"331,486",0.00,"4,971,708",4.18,"2,372,698",2.80,"406,752",0.00,"145,766",6.75,"2,627,613",3.24,"775,189",2.12,"598,592",3.66,"700,127",6.25,"892,343",4.82,"538,985",3.83,"122,785",5.21,"1,495,790",0.32,"1,481,490",3.77,"1,686,953",1.94,"939,361",3.21,"327,962",7.82,"868,417",10.93,"201,369",2.12,"372,566",6.62,"1,092,377",0.06,"113,784",1.80,"778,863",5.78,"418,761",1.15,"2,979,298",1.49,"1,508,687",3.32,"309,197",3.27,"2,029,793",4.65,"903,757",4.21,"847,773",7.84,"1,471,278",4.74,"220,654",0.56,"799,241",7.18,"146,701",3.29,"1,218,964",5.07,"7,928,735",2.16,"748,128",1.35,"83,732",1.98,"1,300,777",2.68,"1,423,649",3.61,"263,135",7.08,"725,223",3.68,"208,150",6.21
          Electric power,"77,826,446",0.38,"1,686,185",2.72,"398,391",0.82,"3,646,086",0.76,"467,110",0.25,"10,034,547",1.90,"1,097,896",4.53,"353,749",0.01,"306,712",0.00,0,0.00,"5,021,414",2.83,"2,453,342",2.14,0,0.00,"75,310",0.86,"985,563",4.93,"1,384,397",2.55,"470,721",4.34,"822,732",0.45,"687,327",1.64,"505,202",0.86,"14,093",15.32,"73,386",22.86,"1,425,073",1.71,"1,431,116",0.83,"1,778,650",1.70,"401,434",3.85,"1,363,539",2.70,18,0.00,"3,635,582",1.07,"105,813",0.00,"13,666",0.36,"140,147",14.14,"182,797",0.62,"6,617,885",0.29,"2,373,929",1.88,"20,689",0.31,"1,079,454",2.13,"1,806,948",1.38,"742,133",2.55,"160,891",20.03,"7,827",0.00,"2,389,264",0.44,"167,370",0.68,"6,724,295",0.91,"6,356,040",0.35,"1,101,595",0.89,"155,666",4.32,"406,138",7.10,"5,354,155",0.77,"13,830",0.03,"1,301,802",1.91,"84,537",1.96
          Gas supply,"6,964,192",1.29,"312,354",1.57,"62,099",0.23,"37,806",20.63,"3,418",0.00,"203,005",15.21,"173,609",4.70,"19,023",0.16,0,0.00,0,0.00,"190,518",4.69,"786,150",8.15,0,0.00,0,0.00,"23,634",14.50,"327,929",2.09,"61,646",15.13,"31,468",3.91,"307,997",1.88,"90,587",5.49,50,0.00,"6,891",0.20,"45,370",0.00,0,0.00,"99,604",3.23,"96,467",7.29,"124,137",8.34,0,0.00,"317,291",1.34,0,0.00,0,0.00,26,0.00,"84,083",1.34,"7,413",35.08,"147,018",1.62,638,0.00,"38,845",7.88,"45,232",21.10,679,0.00,"500,692",0.02,0,0.00,"250,639",5.85,"9,677",0.00,"1,789,714",2.33,"561,588",2.79,"5,423",66.28,0,0.00,"194,799",2.17,"6,445",0.00,227,0.00,0,0.00,0,0.00
          Transit,"80,635,161",0.32,"73,351",2.56,"54,424",0.00,"976,204",0.42,"35,064",0.00,"15,257,210",1.52,"1,218,446",1.65,"681,266",0.01,"150,021",0.00,"3,745,061",0.00,"2,038,804",0.31,"848,427",1.75,"777,373",0.00,"27,416",0.76,"4,146,236",1.26,"207,093",0.33,"120,966",0.49,"41,063",0.84,"194,162",0.03,"230,838",0.02,"48,874",0.05,"2,010,021",0.00,"3,924,511",0.17,"720,264",2.76,"731,037",0.42,"19,964",0.00,"508,501",0.01,"39,053",4.10,"45,502",0.43,"333,685",0.00,"44,655",0.00,"2,941,623",0.04,"179,582",0.07,"23,353,652",0.06,"826,484",1.08,"16,146",0.15,"992,769",5.36,"86,529",0.11,"923,025",0.52,"2,988,684",1.43,"116,975",0.00,"86,718",35.85,"21,414",0.00,"249,463",6.89,"2,926,705",0.36,"576,182",5.77,"35,369",0.07,"1,483,980",0.44,"3,115,214",0.47,"75,796",6.75,"383,777",0.79,"5,581",0.00
     Liquor store expenditure,"8,396,250",0.52,"340,566",0.00,"4,827",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"134,897",0.00,0,0.00,0,0.00,"222,840",0.00,0,0.00,0,0.00,0,0.00,"123,777",0.00,"263,851",0.00,0,0.00,"903,029",0.00,"311,497",10.36,"296,423",0.00,0,0.00,"85,974",0.00,0,0.00,0,0.00,"550,093",0.00,0,0.00,0,0.00,0,0.00,"680,427",4.24,0,0.00,"937,686",0.00,0,0.00,"406,226",0.00,"1,937,382",0.00,0,0.00,0,0.00,"13,012",9.73,0,0.00,0,0.00,"286,824",0.00,"64,164",0.00,"653,778",0.00,0,0.00,"76,949",0.00,0,0.00,"102,029",0.00
     Insurance trust expenditure,"362,317,795",0.09,"3,855,655",0.43,"1,441,427",0.00,"4,922,782",0.02,"2,158,020",0.22,"67,992,968",0.08,"6,221,486",0.91,"5,839,629",1.82,"816,331",0.00,"559,698",0.00,"13,029,297",1.00,"8,141,667",1.54,"1,585,961",0.00,"1,184,651",0.00,"21,503,328",0.57,"3,012,367",0.49,"2,706,740",0.00,"2,058,830",0.00,"4,726,900",0.06,"5,043,435",0.59,"1,053,917",0.00,"6,142,870",0.27,"9,023,553",0.65,"9,919,529",0.54,"5,906,546",0.08,"2,876,024",0.00,"5,817,356",1.90,"1,110,801",0.01,"1,193,015",0.01,"2,755,209",0.00,"844,885",0.00,"13,860,867",0.00,"2,476,761",0.00,"37,360,144",0.00,"6,395,668",0.00,"667,124",0.00,"17,544,805",0.00,"2,804,000",0.20,"6,130,882",0.00,"15,382,565",0.59,"1,561,172",0.50,"4,253,702",0.00,"628,484",0.00,"3,597,480",1.05,"20,957,864",0.13,"1,767,063",0.00,"436,509",0.00,"6,412,595",0.44,"7,879,401",0.01,"1,634,477",0.06,"6,284,063",0.00,"837,294",0.00
          Unemployment compensation,"28,970,572",0.00,"157,469",0.00,"110,607",0.00,"237,310",0.00,"126,221",0.00,"5,232,224",0.00,"415,641",0.00,"685,062",0.00,"66,699",0.00,"131,764",0.00,"377,624",0.00,"318,888",0.00,"169,438",0.00,"86,773",0.00,"1,805,810",0.00,"257,129",0.00,"381,894",0.00,"161,386",0.00,"293,450",0.00,"152,994",0.00,"84,394",0.00,"495,386",0.00,"1,500,798",0.00,"766,417",0.00,"808,664",0.00,"74,853",0.00,"284,123",0.00,"110,765",0.00,"72,638",0.00,"297,279",0.00,"51,300",0.00,"2,014,407",0.00,"148,412",0.00,"2,212,927",0.00,"185,521",0.00,"104,931",0.00,"905,430",0.00,"230,313",0.00,"483,717",0.00,"1,878,398",0.00,"147,335",0.00,"170,942",0.00,"28,151",0.00,"212,961",0.00,"2,325,678",0.00,"153,262",0.00,"65,654",0.00,"325,686",0.00,"1,055,124",0.00,"142,434",0.00,"409,954",0.00,"54,335",0.00
          Employee retirement,"318,000,545",0.10,"3,698,186",0.45,"1,327,560",0.00,"4,685,472",0.03,"2,017,313",0.24,"55,379,749",0.10,"5,410,646",1.04,"5,128,403",2.07,"744,398",0.00,"427,934",0.00,"12,607,194",1.03,"7,789,332",1.61,"1,416,523",0.00,"945,179",0.00,"19,654,332",0.62,"2,749,011",0.54,"2,324,846",0.00,"1,896,009",0.00,"4,242,567",0.07,"4,802,962",0.62,"969,523",0.00,"5,496,626",0.30,"7,479,755",0.78,"9,137,423",0.59,"5,060,030",0.09,"2,801,171",0.00,"5,432,568",2.03,"867,269",0.01,"1,119,827",0.01,"2,457,930",0.00,"793,585",0.00,"11,112,526",0.00,"2,312,242",0.00,"33,508,622",0.00,"6,210,147",0.00,"438,354",0.00,"16,200,822",0.00,"2,573,687",0.22,"5,376,672",0.00,"13,340,275",0.68,"1,219,189",0.63,"4,009,494",0.00,"599,244",0.00,"3,384,519",1.12,"18,268,399",0.15,"1,600,147",0.00,"370,855",0.00,"6,084,238",0.46,"4,666,155",0.02,"1,384,501",0.07,"5,868,646",0.00,"608,490",0.00
          Workers' compensation,"8,141,272",0.00,0,0.00,"3,260",0.00,0,0.00,"14,486",0.00,"1,027,717",0.00,"383,824",0.00,"26,164",0.00,"5,234",0.00,0,0.00,"44,479",0.00,0,0.00,0,0.00,"152,699",0.00,"43,162",0.00,"6,227",0.00,0,0.00,"1,435",0.00,"190,883",0.00,"58,197",0.00,0,0.00,"88,257",0.00,"43,000",0.00,"15,689",0.00,"37,852",0.00,0,0.00,"100,665",0.00,"132,767",0.00,550,0.00,0,0.00,0,0.00,"212,181",0.00,"16,107",0.00,"1,638,595",0.00,0,0.00,"123,839",0.00,"438,553",0.00,0,0.00,"270,493",0.00,"163,892",0.00,"1,002",0.00,"73,266",0.00,"1,089",0.00,0,0.00,"363,787",0.00,"13,654",0.00,0,0.00,"2,671",0.00,"2,158,122",0.00,"107,542",0.00,"5,463",0.00,"174,469",0.00
          Other insurance trust,"7,205,406",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"6,353,278",0.00,"11,375",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"33,447",0.00,0,0.00,0,0.00,24,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"29,282",0.00,0,0.00,"62,601",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"521,753",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"193,646",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
            Debt outstanding,"3,136,547,205",0.21,"30,753,617",2.53,"9,360,111",0.11,"42,216,900",0.46,"19,243,246",5.33,"494,738,878",0.85,"56,323,626",1.91,"51,704,275",0.12,"7,569,811",0.00,"16,157,439",0.00,"129,119,576",1.04,"58,476,937",0.81,"17,139,063",0.00,"6,103,459",0.55,"164,928,389",0.61,"50,335,693",0.47,"18,924,487",0.93,"27,005,741",2.82,"48,511,858",1.02,"36,098,789",1.77,"8,205,546",1.11,"54,671,079",0.12,"97,945,731",0.29,"74,800,371",0.72,"55,334,372",0.73,"14,181,334",0.97,"46,518,428",1.18,"5,701,776",0.52,"14,738,760",1.33,"28,474,229",0.05,"10,310,957",0.33,"94,806,251",0.99,"16,035,425",0.65,"355,475,336",0.19,"46,134,365",0.89,"8,643,153",1.48,"93,428,522",1.81,"19,592,433",1.25,"39,148,770",0.69,"128,411,698",2.05,"11,701,651",0.02,"36,490,767",0.37,"6,472,167",6.52,"43,799,271",2.00,"295,650,455",0.71,"22,828,857",3.24,"4,818,493",1.41,"69,072,080",0.74,"87,515,827",0.82,"11,902,136",0.81,"47,102,178",0.83,"1,922,894",2.35
Short-term,"33,076,846",1.19,"269,007",0.96,"57,369",0.00,"522,627",0.35,"26,576",2.77,"1,110,791",0.51,"134,607",4.08,"421,652",2.10,"10,879",0.00,"79,200",0.00,"101,371",1.52,"357,445",4.06,"100,000",0.00,"1,917",5.34,"683,221",0.62,"426,510",6.13,"37,223",7.61,"165,719",11.06,"70,889",19.75,"28,717",9.98,"10,589",2.15,"829,980",0.24,"2,143,296",5.44,"913,464",3.27,"51,529",0.00,"50,355",10.27,"78,172",0.05,"5,189",0.00,"115,234",62.47,"837,104",0.00,"3,248",57.06,"2,050,674",8.37,"41,306",0.29,"7,707,552",3.58,"103,376",0.92,"24,232",1.75,"565,812",26.83,"28,812",0.00,"626,452",1.15,"309,476",0.43,"91,629",0.03,"201,032",7.08,"8,991",3.61,"1,248,056",2.16,"8,528,198",0.59,"214,003",5.54,"259,815",2.12,"467,530",7.64,"379,317",3.35,"25,369",0.58,"547,048",3.41,"4,283",0.07
